,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,target
2924,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6.0,2
2925,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,9.0,2
2926,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9.0,1
2927,0.44,0.34,0.105,0.344,0.12300000000000001,0.081,0.125,8.0,2
2928,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9.0,0
2929,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11.0,0
2930,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8.0,0
2931,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3.0,0
2932,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8.0,0
2933,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18.0,1
2934,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7.0,2
2935,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249,8.0,0
2936,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10.0,0
2937,0.44,0.33,0.11,0.38,0.19699999999999998,0.079,0.09,7.0,2
2938,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27.0,1
2939,0.385,0.3,0.125,0.34299999999999997,0.1705,0.0735,0.081,7.0,2
2940,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,6.0,2
2941,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10.0,1
2942,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10.0,0
2943,0.57,0.45,0.17,1.0979999999999999,0.414,0.187,0.405,20.0,1
2944,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8.0,2
2945,0.425,0.34,0.1,0.3515,0.1625,0.08199999999999999,0.094,7.0,2
2946,0.45,0.355,0.12,0.41200000000000003,0.1145,0.0665,0.16,19.0,2
2947,0.475,0.375,0.115,0.5205,0.233,0.11900000000000001,0.1455,7.0,2
2948,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8.0,0
2949,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,13.0,0
2950,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.34299999999999997,9.0,0
2951,0.535,0.45,0.155,0.8075,0.3655,0.14800000000000002,0.2595,10.0,2
2952,0.48,0.39,0.125,0.6905,0.21899999999999997,0.155,0.2,12.0,1
2953,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8.0,2
2954,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9.0,1
2955,0.58,0.47,0.165,1.041,0.54,0.166,0.27899999999999997,9.0,0
2956,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7.0,1
2957,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10.0,1
2958,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7.0,2
2959,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10.0,1
2960,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6.0,2
2961,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9.0,0
2962,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7.0,1
2963,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9.0,1
2964,0.585,0.475,0.165,1.053,0.45799999999999996,0.217,0.3,11.0,1
2965,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7.0,2
2966,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17.0,1
2967,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9.0,0
2968,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10.0,0
2969,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11.0,2
2970,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12.0,0
2971,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12.0,0
2972,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6.0,2
2973,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11.0,1
2974,0.47,0.355,0.12,0.39299999999999996,0.16699999999999998,0.0885,0.115,8.0,2
2975,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7.0,2
2976,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7.0,2
2977,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8.0,2
2978,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7.0,2
2979,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174,8.0,2
2980,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11.0,1
2981,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,7.0,1
2982,0.515,0.405,0.145,0.695,0.215,0.1635,0.23399999999999999,15.0,0
2983,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,5.0,2
2984,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,9.0,1
2985,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13.0,1
2986,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13.0,1
2987,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,6.0,2
2988,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9.0,0
2989,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11.0,1
2990,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11.0,1
2991,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6.0,2
2992,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10.0,1
2993,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9.0,1
2994,0.58,0.46,0.18,1.145,0.48,0.27699999999999997,0.325,11.0,0
2995,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,6.0,2
2996,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9.0,2
2997,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8.0,2
2998,0.745,0.585,0.215,2.499,0.9265,0.47200000000000003,0.7,17.0,0
2999,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9.0,1
3000,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9.0,2
3001,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10.0,1
3002,0.535,0.39,0.125,0.599,0.2595,0.149,0.16899999999999998,9.0,2
3003,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18.0,1
3004,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15.0,2
3005,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11.0,0
3006,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36,11.0,0
3007,0.595,0.495,0.235,1.3659999999999999,0.5065,0.21899999999999997,0.52,13.0,1
3008,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22.0,1
3009,0.655,0.515,0.2,1.3730000000000002,0.44299999999999995,0.3375,0.49,16.0,0
3010,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11.0,1
3011,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10.0,2
3012,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12.0,1
3013,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10.0,1
3014,0.41,0.325,0.105,0.361,0.1605,0.0665,0.10300000000000001,8.0,2
3015,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11.0,0
3016,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17.0,1
3017,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8.0,2
3018,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9.0,2
3019,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,6.0,2
3020,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11.0,0
3021,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9.0,2
3022,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7.0,2
3023,0.29,0.225,0.08,0.1295,0.0535,0.026000000000000002,0.045,10.0,0
3024,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11.0,0
3025,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12.0,1
3026,0.645,0.495,0.19,1.5390000000000001,0.6115,0.408,0.445,12.0,0
3027,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10.0,0
3028,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,9.0,0
3029,0.58,0.45,0.235,1.071,0.3,0.20600000000000002,0.395,14.0,1
3030,0.555,0.44,0.15,1.092,0.41600000000000004,0.212,0.4405,15.0,0
3031,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6.0,2
3032,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11.0,1
3033,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11.0,1
3034,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9.0,2
3035,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9.0,1
3036,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11.0,0
3037,0.425,0.345,0.11,0.3665,0.125,0.081,0.11699999999999999,11.0,1
3038,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11.0,1
3039,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11.0,0
3040,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7.0,2
3041,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7.0,0
3042,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10.0,1
3043,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10.0,0
3044,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337,13.0,0
3045,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16.0,0
3046,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13.0,0
3047,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8.0,1
3048,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9.0,0
3049,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9.0,1
3050,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14.0,0
3051,0.62,0.495,0.195,1.5145,0.579,0.34600000000000003,0.5195,15.0,0
3052,0.63,0.515,0.155,1.2590000000000001,0.4105,0.19699999999999998,0.41,13.0,0
3053,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10.0,1
3054,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8.0,0
3055,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7.0,0
3056,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13.0,0
3057,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15.0,1
3058,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9.0,0
3059,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9.0,1
3060,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9.0,0
3061,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9.0,2
3062,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17.0,0
3063,0.53,0.395,0.115,0.475,0.2025,0.10099999999999999,0.14800000000000002,8.0,2
3064,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13.0,1
3065,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7.0,1
3066,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12.0,1
3067,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11.0,0
3068,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7.0,0
3069,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10.0,1
3070,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16.0,0
3071,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11.0,1
3072,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13.0,0
3073,0.665,0.52,0.165,1.6885,0.7295,0.40700000000000003,0.4265,11.0,1
3074,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9.0,0
3075,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,9.0,2
3076,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12.0,0
3077,0.435,0.33,0.095,0.39299999999999996,0.21899999999999997,0.075,0.0885,6.0,2
3078,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12.0,1
3079,0.475,0.375,0.11,0.494,0.21100000000000002,0.109,0.1545,8.0,2
3080,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12.0,1
3081,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8.0,0
3082,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32,8.0,1
3083,0.42,0.32,0.13,0.4135,0.1645,0.106,0.11900000000000001,10.0,1
3084,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10.0,0
3085,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10.0,0
3086,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9.0,1
3087,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12.0,1
3088,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12.0,0
3089,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14.0,1
3090,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10.0,1
3091,0.53,0.425,0.15,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999,8.0,1
3092,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8.0,1
3093,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7.0,2
3094,0.5,0.385,0.12,0.516,0.19699999999999998,0.1305,0.165,8.0,2
3095,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,6.0,2
3096,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8.0,0
3097,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7.0,2
3098,0.525,0.425,0.19,0.872,0.4625,0.1725,0.19899999999999998,9.0,0
3099,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8.0,2
3100,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10.0,0
3101,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7.0,0
3102,0.72,0.565,0.18,1.719,0.8465,0.40700000000000003,0.3875,11.0,1
3103,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,11.0,1
3104,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11.0,1
3105,0.64,0.505,0.19,1.2765,0.4835,0.32799999999999996,0.4,12.0,1
3106,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10.0,0
3107,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,9.0,1
3108,0.3,0.225,0.075,0.1345,0.057,0.027999999999999997,0.044000000000000004,5.0,2
3109,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8.0,2
3110,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11.0,1
3111,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10.0,0
3112,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13.0,0
3113,0.55,0.43,0.155,0.785,0.289,0.22699999999999998,0.233,11.0,1
3114,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,10.0,1
3115,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,8.0,0
3116,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10.0,1
3117,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12.0,1
3118,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10.0,1
3119,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.35600000000000004,9.0,1
3120,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6.0,2
3121,0.265,0.2,0.065,0.0975,0.04,0.0205,0.027999999999999997,7.0,2
3122,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605,7.0,2
3123,0.275,0.2,0.055,0.0925,0.038,0.021,0.026000000000000002,4.0,2
3124,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10.0,0
3125,0.27,0.205,0.075,0.11800000000000001,0.059000000000000004,0.031,0.0305,4.0,2
3126,0.725,0.58,0.185,1.5230000000000001,0.8045,0.3595,0.4375,9.0,1
3127,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126,8.0,2
3128,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275,8.0,0
3129,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,10.0,0
3130,0.625,0.495,0.175,1.254,0.5815,0.28600000000000003,0.3185,9.0,0
3131,0.585,0.475,0.16,1.0505,0.48,0.23399999999999999,0.285,10.0,2
3132,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.37799999999999995,11.0,0
3133,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7.0,2
3134,0.51,0.395,0.105,0.5525,0.23399999999999999,0.127,0.165,8.0,2
3135,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17.0,0
3136,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15.0,0
3137,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10.0,0
3138,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48,10.0,0
3139,0.435,0.355,0.125,0.4075,0.1535,0.07400000000000001,0.165,9.0,2
3140,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10.0,0
3141,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8.0,2
3142,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6.0,0
3143,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,9.0,0
3144,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10.0,1
3145,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6.0,2
3146,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06,5.0,2
3147,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20.0,1
3148,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9.0,1
3149,0.58,0.45,0.14,1.013,0.38,0.21600000000000003,0.36,14.0,0
3150,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12.0,0
3151,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15.0,1
3152,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13.0,1
3153,0.505,0.4,0.135,0.723,0.377,0.149,0.17800000000000002,7.0,0
3154,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10.0,1
3155,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11.0,0
3156,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11.0,0
3157,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15.0,1
3158,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8.0,0
3159,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16.0,0
3160,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7.0,0
3161,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7.0,2
3162,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9.0,0
3163,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10.0,0
3164,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14.0,0
3165,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8.0,2
3166,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13.0,1
3167,0.5,0.4,0.145,0.6025,0.21600000000000003,0.138,0.21,11.0,0
3168,0.55,0.43,0.125,0.9229999999999999,0.4035,0.175,0.28300000000000003,8.0,1
3169,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6.0,2
3170,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7.0,1
3171,0.55,0.435,0.145,0.843,0.32799999999999996,0.1915,0.255,15.0,0
3172,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10.0,0
3173,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1,5.0,2
3174,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10.0,1
3175,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9.0,0
3176,0.39,0.31,0.085,0.344,0.18100000000000002,0.0695,0.079,7.0,2
3177,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21.0,0
3178,0.46,0.355,0.13,0.45799999999999996,0.192,0.1055,0.13,13.0,1
3179,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4.0,2
3180,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6.0,2
3181,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,6.0,2
3182,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8.0,1
3183,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8.0,2
3184,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13.0,0
3185,0.65,0.495,0.17,1.276,0.6215,0.2305,0.39899999999999997,11.0,0
3186,0.605,0.515,0.17,1.2890000000000001,0.6,0.2945,0.3315,9.0,1
3187,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14.0,1
3188,0.5,0.37,0.15,1.0615,0.494,0.223,0.29600000000000004,9.0,0
3189,0.71,0.56,0.22,2.015,0.9215,0.45399999999999996,0.5660000000000001,11.0,0
3190,0.55,0.445,0.125,0.672,0.28800000000000003,0.1365,0.21,11.0,2
3191,0.595,0.465,0.15,1.0255,0.41200000000000003,0.2745,0.289,11.0,1
3192,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10.0,2
3193,0.485,0.365,0.105,0.5205,0.195,0.12300000000000001,0.182,8.0,2
3194,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17.0,0
3195,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7.0,1
3196,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,9.0,0
3197,0.46,0.35,0.1,0.47100000000000003,0.252,0.077,0.12300000000000001,8.0,2
3198,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13.0,1
3199,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11.0,0
3200,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11.0,1
3201,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042,9.0,2
3202,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10.0,1
3203,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,11.0,0
3204,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6.0,2
3205,0.63,0.485,0.165,1.2329999999999999,0.6565,0.2315,0.3035,10.0,0
3206,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4.0,2
3207,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,9.0,1
3208,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9.0,0
3209,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,10.0,0
3210,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10.0,1
3211,0.59,0.44,0.14,1.0070000000000001,0.4775,0.2105,0.2925,9.0,1
3212,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10.0,1
3213,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10.0,1
3214,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10.0,2
3215,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10.0,0
3216,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5.0,2
3217,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14.0,1
3218,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6.0,2
3219,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10.0,0
3220,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8.0,0
3221,0.565,0.44,0.115,0.9185,0.40399999999999997,0.1785,0.29,11.0,0
3222,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,5.0,2
3223,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8.0,1
3224,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002,8.0,2
3225,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12.0,1
3226,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13.0,0
3227,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12.0,0
3228,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5.0,2
3229,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6.0,2
3230,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10.0,0
3231,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10.0,1
3232,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11.0,2
3233,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8.0,2
3234,0.7,0.55,0.195,1.6245,0.675,0.34700000000000003,0.535,13.0,0
3235,0.615,0.525,0.155,1.0385,0.42700000000000005,0.2315,0.345,11.0,1
3236,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9.0,2
3237,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14.0,1
3238,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7.0,2
3239,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11.0,2
3240,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22.0,0
3241,0.54,0.415,0.17,0.879,0.33899999999999997,0.20800000000000002,0.255,10.0,0
3242,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7.0,2
3243,0.7,0.575,0.205,1.7730000000000001,0.605,0.447,0.5379999999999999,13.0,1
3244,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6.0,2
3245,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10.0,1
3246,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14.0,1
3247,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12.0,1
3248,0.385,0.29,0.085,0.2505,0.11199999999999999,0.061,0.08,8.0,2
3249,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9.0,1
3250,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9.0,2
3251,0.51,0.395,0.145,0.6185,0.21600000000000003,0.1385,0.24,12.0,0
3252,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9.0,1
3253,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5.0,2
3254,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14.0,1
3255,0.635,0.525,0.16,1.195,0.5435,0.24600000000000002,0.335,12.0,0
3256,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11.0,1
3257,0.505,0.385,0.15,0.6415,0.24600000000000002,0.152,0.215,12.0,0
3258,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4.0,2
3259,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8.0,0
3260,0.415,0.345,0.135,0.3865,0.128,0.07,0.14800000000000002,13.0,0
3261,0.58,0.445,0.15,0.8865,0.38299999999999995,0.209,0.255,11.0,2
3262,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,11.0,1
3263,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12.0,1
3264,0.475,0.375,0.125,0.593,0.27699999999999997,0.115,0.18,10.0,0
3265,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17.0,1
